stockidname,type
3005神基,電腦系統業
3022威強電,電腦系統業
3088艾訊,電腦系統業
3213茂訊,電腦系統業
3231緯創,電腦系統業
3416融程電,電腦系統業
3434哲固,電腦系統業
3479安勤,電腦系統業
3515華擎,電腦系統業
3521鴻翊,電腦系統業
3577泓格,電腦系統業
3594磐儀,電腦系統業
3652精聯,電腦系統業
3693營邦,電腦系統業
3701大眾控,電腦系統業
3706神達,電腦系統業
4153鈺緯,電腦系統業
4503金雨,電腦系統業
4577達航科技,電腦系統業
4916事欣科,電腦系統業
4938和碩,電腦系統業
5258虹堡,電腦系統業
5309系統電,電腦系統業
5353台林,電腦系統業
5457宣德,電腦系統業
5469瀚宇博,電腦系統業
5490同亨,電腦系統業
5498凱崴,電腦系統業
6150撼訊,電腦系統業
6160欣技,電腦系統業
6161捷波,電腦系統業
6166凌華,電腦系統業
6191精成科,電腦系統業
6206飛捷,電腦系統業
6266泰詠,電腦系統業
6278台表科,電腦系統業
6414樺漢,電腦系統業
6569醫揚,電腦系統業
6570維田,電腦系統業
6577勁豐,電腦系統業
6579研揚,電腦系統業
6669緯穎,電腦系統業
6680鑫創電子,電腦系統業
8021尖點,電腦系統業
8050廣積,電腦系統業
8076伍豐,電腦系統業
8101華冠,電腦系統業
8114振樺電,電腦系統業
8183精星,電腦系統業
8234新漢,電腦系統業
9105泰金寶-DR,電腦系統業
912000晨訊科-DR,電腦系統業
1103嘉泥,地產
1316上曜,地產
1414東和,地產
1416廣豐,地產
1419新紡,地產
1435中福,地產
1436華友聯,地產
1437勤益控,地產
1438三地開發,地產
1442名軒,地產
1443立益物流,地產
1446宏和,地產
1453大將,地產
1456怡華,地產
1532勤美,地產
1615大山,地產
1805寶徠,地產
1808潤隆,地產
1903士紙,地產
2107厚生,地產
2348海悅,地產
2362藍天,地產
2442新美齊,地產
2501國建,地產
2505國揚,地產
2506太設,地產
2509全坤建,地產
2511太子,地產
2514龍邦,地產
2520冠德,地產
2524京城,地產
2527宏璟,地產
2528皇普,地產
2530華建,地產
2534宏盛,地產
2536宏普,地產
2537聯上發,地產
2538基泰,地產
2539櫻花建,地產
2540愛山林,地產
2542興富發,地產
2545皇翔,地產
2547日勝生,地產
2548華固,地產
2596綠意,地產
2611志信,地產
2701萬企,地產
2706第一店,地產
2718晶悅,地產
2901欣欣,地產
2910統領,地產
2923鼎固-KY,地產
3018同開,地產
3040遠見,地產
3052夆典,地產
3056總太,地產
3188鑫龍騰,地產
3266昇陽,地產
3489森寶,地產
3512皇龍,地產
4113聯上,地產
4416三圓,地產
4907富宇,地產
5206坤悅,地產
5213亞昕,地產
5287數字,地產
5324士開,地產
5455昇益,地產
5481新華,地產
5508永信建,地產
5512力麒,地產
5514三豐,地產
5519隆大,地產
5522遠雄,地產
5523豐謙,地產
5525順天,地產
5529鉅陞,地產
5531鄉林,地產
5533皇鼎,地產
5534長虹,地產
5604中連,地產
5607遠雄港,地產
6171大城地產,地產
6177達麗,地產
6186新潤,地產
6198瑞築,地產
6199天品,地產
6212理銘,地產
6219富旺,地產
6240松崗,地產
6264富裔,地產
6721信實,地產
8404百和興業-KY,地產
9906欣巴巴,地產
9940信義,地產
9945潤泰新,地產
9946三發地產,地產
1103嘉泥,旅館、餐飲
1233天仁,旅館、餐飲
1259安心,旅館、餐飲
1268漢來美食,旅館、餐飲
2017官田鋼,旅館、餐飲
2230泰茂,旅館、餐飲
2511太子,旅館、餐飲
2611志信,旅館、餐飲
2614東森,旅館、餐飲
2702華園,旅館、餐飲
2704國賓,旅館、餐飲
2705六福,旅館、餐飲
2706第一店,旅館、餐飲
2707晶華,旅館、餐飲
2712遠雄來,旅館、餐飲
2722夏都,旅館、餐飲
2723美食-KY,旅館、餐飲
2724富驛-KY,旅館、餐飲
2726雅茗-KY,旅館、餐飲
2727王品,旅館、餐飲
2729瓦城,旅館、餐飲
2732六角,旅館、餐飲
2736富野,旅館、餐飲
2739寒舍,旅館、餐飲
2740天蔥,旅館、餐飲
2748雲品,旅館、餐飲
2752豆府,旅館、餐飲
2753八方雲集,旅館、餐飲
2754亞洲藏壽司,旅館、餐飲
2755揚秦,旅館、餐飲
2756聯發國際,旅館、餐飲
2926誠品生活,旅館、餐飲
3050鈺德,旅館、餐飲
3252海灣,旅館、餐飲
3522御頂,旅館、餐飲
3632研勤,旅館、餐飲
4419元勝,旅館、餐飲
4530宏易,旅館、餐飲
4804大略-KY,旅館、餐飲
5301寶得利,旅館、餐飲
5324士開,旅館、餐飲
5364力麗店,旅館、餐飲
5512力麒,旅館、餐飲
5531鄉林,旅館、餐飲
5701劍湖山,旅館、餐飲
5703亞都,旅館、餐飲
5704老爺知,旅館、餐飲
5905南仁湖,旅館、餐飲
6144得利影,旅館、餐飲
8084巨虹,旅館、餐飲
8940新天地,旅館、餐飲
1734杏輝,時尚產業
1737臺鹽,時尚產業
1760寶齡富錦,時尚產業
1783和康生,時尚產業
1784訊聯,時尚產業
1786科妍,時尚產業
2614東森,時尚產業
4137麗豐-KY,時尚產業
4161聿新科,時尚產業
4190佐登-KY,時尚產業
4728雙美,時尚產業
4807日成-KY,時尚產業
5301寶得利,時尚產業
6236康呈,時尚產業
6431光麗-KY,時尚產業
6523達爾膚,時尚產業
6574霈方,時尚產業
6666羅麗芬-KY,時尚產業
6703軒郁,時尚產業
8067志旭,時尚產業
8436大江,時尚產業
8442威宏-KY,時尚產業
1220台榮,流通業
1234黑松,流通業
1264德麥,流通業
1432大魯閣,流通業
1528恩德,流通業
1712興農,流通業
2443昶虹,流通業
2601益航,流通業
2611志信,流通業
2901欣欣,流通業
2903遠百,流通業
2906高林,流通業
2908特力,流通業
2910統領,流通業
2912統一超,流通業
2913農林,流通業
2915潤泰全,流通業
2926誠品生活,流通業
2939凱羿-KY,流通業
2945三商家購,流通業
2947振宇五金,流通業
3205佰研,流通業
4702中美實,流通業
5902德記,流通業
5903全家,流通業
5904寶雅,流通業
5907大洋-KY,流通業
6195詩肯,流通業
8433弘帆,流通業
9902台火,流通業
1529樂事綠能,電力公共事業
1434福懋,其他公用事業
1513中興電,其他公用事業
2607榮運,其他公用事業
2616山隆,其他公用事業
5603陸海,其他公用事業
8927北基,其他公用事業
9937全國,其他公用事業
1701中化,醫藥產業
1720生達,醫藥產業
1731美吾華,醫藥產業
1734杏輝,醫藥產業
1752南光,醫藥產業
1760寶齡富錦,醫藥產業
1762中化生,醫藥產業
1777生泰,醫藥產業
1789神隆,醫藥產業
1795美時,醫藥產業
1799易威,醫藥產業
2104國際中橡,醫藥產業
3176基亞,醫藥產業
3705永信,醫藥產業
4102永日,醫藥產業
4104佳醫,醫藥產業
4105東洋,醫藥產業
4108懷特,醫藥產業
4111濟生,醫藥產業
4114健喬,醫藥產業
4119旭富,醫藥產業
4120友華,醫藥產業
4121優盛,醫藥產業
4123晟德,醫藥產業
4127天良,醫藥產業
4128中天,醫藥產業
4130健亞,醫藥產業
4133亞諾法,醫藥產業
4142國光生,醫藥產業
4147中裕,醫藥產業
4157太景*-KY,醫藥產業
4162智擎,醫藥產業
4164承業醫,醫藥產業
4167松瑞藥,醫藥產業
4168醣聯,醫藥產業
4173久裕,醫藥產業
4174浩鼎,醫藥產業
4175杏一,醫藥產業
4192杏國,醫藥產業
4726永昕,醫藥產業
4743合一,醫藥產業
4746台耀,醫藥產業
4747強生,醫藥產業
4911德英,醫藥產業
5398慕康生醫,醫藥產業
6130星寶國際,醫藥產業
6242立康,醫藥產業
6446藥華藥,醫藥產業
6461益得,醫藥產業
6469大樹,醫藥產業
6472保瑞,醫藥產業
6492生華科,醫藥產業
6496科懋,醫藥產業
6535順藥,醫藥產業
6541泰福-KY,醫藥產業
6547高端疫苗,醫藥產業
6550北極星藥業-KY,醫藥產業
6576逸達,醫藥產業
6589台康生技,醫藥產業
6712長聖,醫藥產業
6929佑全-新,醫藥產業
8279生展,醫藥產業
8403盛弘,醫藥產業
8432東生華,醫藥產業
1701中化,醫療器材通路
1788杏昌,醫療器材通路
2443昶虹,醫療器材通路
4104佳醫,醫療器材通路
4138曜亞,醫療器材通路
4164承業醫,醫療器材通路
4175杏一,醫療器材通路
4745合富-KY,醫療器材通路
5202力新,醫療器材通路
5398慕康生醫,醫療器材通路
6130星寶國際,醫療器材通路
6469大樹,醫療器材通路
6496科懋,醫療器材通路
8403盛弘,醫療器材通路
1781合世,診斷與監測用醫材
2305全友,診斷與監測用醫材
2352佳世達,診斷與監測用醫材
3059華晶科,診斷與監測用醫材
3373熱映,診斷與監測用醫材
4116明基醫,診斷與監測用醫材
4121優盛,診斷與監測用醫材
4160創源,診斷與監測用醫材
4188安克,診斷與監測用醫材
4198欣大健康,診斷與監測用醫材
4712南璋,診斷與監測用醫材
4735豪展,診斷與監測用醫材
6499益安,診斷與監測用醫材
6527明達醫,診斷與監測用醫材
6662樂斯科,診斷與監測用醫材
6796晉弘,診斷與監測用醫材
6841長佳智能,診斷與監測用醫材
8409商之器,診斷與監測用醫材
911608明輝-DR,診斷與監測用醫材
1565精華,輔助與彌補用醫材
1783和康生,輔助與彌補用醫材
1786科妍,輔助與彌補用醫材
2405輔信,輔助與彌補用醫材
3189景碩,輔助與彌補用醫材
4106雃博,輔助與彌補用醫材
4116明基醫,輔助與彌補用醫材
4129聯合,輔助與彌補用醫材
4163鐿鈦,輔助與彌補用醫材
4728雙美,輔助與彌補用醫材
6491晶碩,輔助與彌補用醫材
6612奈米醫材,輔助與彌補用醫材
6649台生材,輔助與彌補用醫材
6733博晟生醫,輔助與彌補用醫材
6747亨泰光,輔助與彌補用醫材
6767台微醫,輔助與彌補用醫材
6782視陽,輔助與彌補用醫材
8071能率網通,輔助與彌補用醫材
2352佳世達,醫療管理服務
3130一零四,醫療管理服務
3218大學光,醫療管理服務
4104佳醫,醫療管理服務
4139馬光-KY,醫療管理服務
4160創源,醫療管理服務
4164承業醫,醫療管理服務
6130星寶國際,醫療管理服務
8403盛弘,醫療管理服務
1725元禎,石油及天然氣
2904匯僑,石油及天然氣
6505台塑化,石油及天然氣
8908欣雄,石油及天然氣
8917欣泰,石油及天然氣
9908大台北,石油及天然氣
9918欣天然,石油及天然氣
9926新海,石油及天然氣
9931欣高,石油及天然氣
1516川飛,煤
2926誠品生活,文化創意產業
3086華義,文化創意產業
3687歐買尬,文化創意產業
6144得利影,文化創意產業
6596寬宏藝術,文化創意產業
8446華研,文化創意產業
8450霹靂,文化創意產業
1307三芳,傳產其他
1337再生-KY,傳產其他
1340勝悅-KY,傳產其他
1785光洋科,傳產其他
1813寶利徠,傳產其他
2211長榮鋼,傳產其他
2228劍麟,傳產其他
2233宇隆,傳產其他
2351順德,傳產其他
2427三商電,傳產其他
2614東森,傳產其他
2911麗嬰房,傳產其他
2924宏太-KY,傳產其他
2929淘帝-KY,傳產其他
3019亞光,傳產其他
3284太普高,傳產其他
3441聯一光,傳產其他
3663鑫科,傳產其他
3708上緯投控,傳產其他
4154樂威科-KY,傳產其他
4163鐿鈦,傳產其他
4426利勤,傳產其他
4503金雨,傳產其他
4534慶騰,傳產其他
4536拓凱,傳產其他
4551智伸科,傳產其他
4564元翎,傳產其他
4566時碩工業,傳產其他
4754國碳科,傳產其他
4770上品,傳產其他
5276達輝-KY,傳產其他
5312寶島科,傳產其他
5410國眾,傳產其他
6151晉倫,傳產其他
6509聚和,傳產其他
6581鋼聯,傳產其他
6593台灣銘板,傳產其他
6629泰金-KY,傳產其他
6671三能-KY,傳產其他
6768志強-KY,傳產其他
6803崑鼎,傳產其他
6912益鈞環科*-新,傳產其他
8033雷虎,傳產其他
8341日友,傳產其他
8354冠好,傳產其他
8390金益鼎,傳產其他
8401白紗科,傳產其他
8404百和興業-KY,傳產其他
8411福貞-KY,傳產其他
8421旭源,傳產其他
8422可寧衛,傳產其他
8429金麗-KY,傳產其他
8431匯鑽科,傳產其他
8438昶昕,傳產其他
8440綠電,傳產其他
8442威宏-KY,傳產其他
8443阿瘦,傳產其他
8467波力-KY,傳產其他
8481政伸,傳產其他
8488吉源-KY,傳產其他
8906花王,傳產其他
8921沈氏,傳產其他
8931大汽電,傳產其他
8932宏大,傳產其他
8935邦泰,傳產其他
8938明安,傳產其他
8941關中,傳產其他
8996高力,傳產其他
9802鈺齊-KY,傳產其他
9904寶成,傳產其他
9905大華,傳產其他
9907統一實,傳產其他
9910豐泰,傳產其他
9929秋雨,傳產其他
9930中聯資源,傳產其他
9938百和,傳產其他
9939宏全,傳產其他
9949琉園,傳產其他
9950萬國通,傳產其他
9955佳龍,傳產其他
1515力山,運動產業
1593祺驊,運動產業
1598岱宇,運動產業
1736喬山,運動產業
4536拓凱,運動產業
5906台南-KY,運動產業
6670復盛應用,運動產業
8420明揚,運動產業
8442威宏-KY,運動產業
8467波力-KY,運動產業
8924大田,運動產業
8928鉅明,運動產業
8938明安,運動產業
9910豐泰,運動產業
9960邁達康,運動產業
